CURR_ID,CURR_NAME,CURR_NAME_EN,UNIV_NAME_TH,LEV_NAME_TH,COST_PER_YEAR
25490221105252,หลักสูตรการศึกษาบัณฑิต สาขาวิชาฟิสิกส์  (4 ปี),Bachelor of Education Program in Physics,มหาวิทยาลัยทักษิณ,ปริญญาตรี,34000
25490221105263,หลักสูตรการศึกษาบัณฑิต สาขาวิชาชีววิทยา (4 ปี),Bachelor of Education Program in Biology,มหาวิทยาลัยทักษิณ,ปริญญาตรี,34000
25490221105195,หลักสูตรการศึกษาบัณฑิต สาขาวิชาคณิตศาสตร์  (4 ปี),Bachelor of Education Program in Mathematics,มหาวิทยาลัยทักษิณ,ปริญญาตรี,23000
25490221105263,หลักสูตรการศึกษาบัณฑิต สาขาวิชาชีววิทยา (4 ปี),Bachelor of Education Program in Biology,มหาวิทยาลัยทักษิณ,ปริญญาตรี,34000
25490221105252,หลักสูตรการศึกษาบัณฑิต สาขาวิชาฟิสิกส์  (4 ปี),Bachelor of Education Program in Physics,มหาวิทยาลัยทักษิณ,ปริญญาตรี,34000
25490221105195,หลักสูตรการศึกษาบัณฑิต สาขาวิชาคณิตศาสตร์ (4 ปี),ฺBachelor of Education  Program in Mathematics,มหาวิทยาลัยทักษิณ,ปริญญาตรี,23000
25481181103389,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเทคโนโลยีสารสนเทศและดิจิทัล,Bachelor of Science Program in Information Technology and Digital,มหาวิทยาลัยตาปี,ปริญญาตรี,43225
25511741102856,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเทคโนโลยีการเกษตร,Bachelor of Science Program in Agricultural Technology,มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,ปริญญาตรี,22600
25481741101738,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเทคโนโลยีสารสนเทศและวิทยาการข้อมูล,Bachelor of Science Program in Information Technology and  Data Science,มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,ปริญญาตรี,22200
25531741101699,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเทคโนโลยีโลจิสติกส์,Bachelor of Science Program in Logistics Technology,มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,ปริญญาตรี,32200
25580681101214,หลักสูตรวิศวกรรมศาสตรมหาบัณฑิต  สาขาวิชาวิศวกรรมชีวการแพทย์,Master of Engineering Program in Biomedical Engineering,มหาวิทยาลัยรังสิต,ปริญญาโท,112000
25580681101214,หลักสูตรวิศวกรรมศาสตรมหาบัณฑิต  สาขาวิชาวิศวกรรมชีวการแพทย์,Master of Engineering Program in Biomedical Engineering,มหาวิทยาลัยรังสิต,ปริญญาโท,112000
25550681100827,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมชีวการแพทย์,Bachelor of Engineering Program in Biomedical Engineering,มหาวิทยาลัยรังสิต,ปริญญาตรี,117125
25620681100022,หลักสูตรวิศวกรรมศาสตรดุษฎีบัณฑิต  สาขาวิชาวิศวกรรมชีวการแพทย์,Doctor of Engineering Program in Biomedical Engineering,มหาวิทยาลัยรังสิต,ปริญญาเอก,130000
25620681100022,หลักสูตรวิศวกรรมศาสตรดุษฎีบัณฑิต  สาขาวิชาวิศวกรรมชีวการแพทย์,Doctor of Engineering Program in Biomedical Engineering,มหาวิทยาลัยรังสิต,ปริญญาเอก,130000
25650028002508,หลักสูตรปรัชญาดุษฎีบัณฑิต สาขาวิชาจิตวิทยาชุมชน,Doctor of Philosophy Program in Community Psychology,มหาวิทยาลัยเกษตรศาสตร์,ปริญญาเอก,33334
25370681100175,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเทคโนโลยีสารสนเทศและการสื่อสาร (หลักสูตรนานาชาติ),Bachelor of Science Program in Information and Communication Technology  (International Program),มหาวิทยาลัยรังสิต,ปริญญาตรี,138250
25370681100175,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเทคโนโลยีสารสนเทศและการสื่อสาร (หลักสูตรนานาชาติ),Bachelor of Science Program in Information and Communication Technology  (International Program),มหาวิทยาลัยรังสิต,ปริญญาตรี,138250
25470681101043,หลักสูตรเทคโนโลยีบัณฑิต สาขาวิชาคอมพิวเตอร์เกมมัลติมีเดีย,Bachelor of Technology Program in Computer Game Multimedia,มหาวิทยาลัยรังสิต,ปริญญาตรี,108500
25370681100175,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเทคโนโลยีสารสนเทศและการสื่อสาร (หลักสูตรนานาชาติ),Bachelor of Science Program in Information and Communication Technology  (International Program),มหาวิทยาลัยรังสิต,ปริญญาตรี,138250
25540681102446,หลักสูตรวิทยาศาสตรมหาบัณฑิต สาขาวิชาเทคโนโลยีสารสนเทศ,Master of Science Program in Information Technology,มหาวิทยาลัยรังสิต,ปริญญาโท,87000
25572781104614,หลักสูตรเทคโนโลยีบัณฑิต สาขาวิชาคอมพิวเตอร์ธุรกิจ (ต่อเนื่อง),Bachelor of Technology Program in Business Computer (Continuing Program),สถาบันการอาชีวศึกษาภาคตะวันออกเฉียงเหนือ1,ปริญญาตรี,32600
25471801103681,หลักสูตรบริหารธุรกิจมหาบัณฑิต (หลักสูตรนานาชาติ),Master of Business Administration Program (International Program),มหาวิทยาลัยเกษมบัณฑิต,ปริญญาโท,131675
25540101104725,หลักสูตรวิทยาศาสตรมหาบัณฑิต สาขาวิชาวิทยาศาสตร์การอาหารและโภชนาการเชิงนวัตกรรม,Master of Science Program in Innovative Food Science and Nutrition,มหาวิทยาลัยสงขลานครินทร์,ปริญญาโท,62891
25492261102694,หลักสูตรบริหารธุรกิจบัณฑิต สาขาวิชาเทคโนโลยีดิจิทัลเพื่อธุรกิจ,Bachelor of Business Administration Program in Digital Technology for Business,มหาวิทยาลัยราชพฤกษ์,ปริญญาตรี,69900
25582261100253,หลักสูตรเทคโนโลยีบัณฑิต สาขาวิชาเทคโนโลยีสารสนเทศ (ต่อเนื่อง),Bachelor of Technology Program in Information Technology (Continuing Program),มหาวิทยาลัยราชพฤกษ์,ปริญญาตรี,63300
25582261100253,หลักสูตรเทคโนโลยีบัณฑิต สาขาวิชาเทคโนโลยีสารสนเทศ (ต่อเนื่อง),Bachelor of Technology Program in Information Technology (Continuing Program),มหาวิทยาลัยราชพฤกษ์,ปริญญาตรี,63300
25601021100024,หลักสูตรปรัชญาดุษฎีบัณฑิต สาขาวิชาการจัดการภาครัฐและเอกชน,Doctor of Philosophy Program in Public and Private Management,มหาวิทยาลัยเวสเทิร์น,ปริญญาเอก,185000
25501021112428,หลักสูตรศึกษาศาสตรมหาบัณฑิต สาขาวิชาการบริหารการศึกษา,Master of Education Program in Educational Administration,มหาวิทยาลัยเวสเทิร์น,ปริญญาโท,115000
25511021109393,หลักสูตรบริหารธุรกิจดุษฎีบัณฑิต,Doctor of Business Administration Program,มหาวิทยาลัยเวสเทิร์น,ปริญญาเอก,185000
25631021100023,นิติศาสตรดุษฎีบัณฑิต,Doctor of Laws,มหาวิทยาลัยเวสเทิร์น,ปริญญาเอก,185000
25551021104987,หลักสูตรปรัชญาดุษฎีบัณฑิต สาขาวิชาสาธารณสุขศาสตร์,Doctor of Philosophy Program in Public Health,มหาวิทยาลัยเวสเทิร์น,ปริญญาเอก,185000
25511021109382,หลักสูตรปรัชญาดุษฎีบัณฑิต สาขาวิชารัฐประศาสนศาสตร์,Doctor of Philosophy Program in Public Administration,มหาวิทยาลัยเวสเทิร์น,ปริญญาเอก,185000
25591801101794,หลักสูตรปรัชญาดุษฎีบัณฑิต สาขาวิชาการจัดการอุตสาหกรรมบริการและการท่องเที่ยว,Doctor of Philosophy Program in Hospitality Industry and Tourism Management,มหาวิทยาลัยเกษมบัณฑิต,ปริญญาเอก,197200
25511021109393,หลักสูตรบริหารธุรกิจดุษฎีบัณฑิต,Doctor of Business Administration Program,มหาวิทยาลัยเวสเทิร์น,ปริญญาเอก,185000
25541801104713,หลักสูตรรัฐประศาสนศาสตรมหาบัณฑิต,Master of Public Administration,มหาวิทยาลัยเกษมบัณฑิต,ปริญญาโท,77867
25641726001615,หลักสูตรครุศาสตรมหาบัณฑิต สาขาวิชาวิจัยและประเมินผลการศึกษา,Master of Education Program in Educational Research  and Evaluation,มหาวิทยาลัยราชภัฏนครสวรรค์,ปริญญาโท,50000
25551721104873,หลักสูตรครุศาสตรดุษฎีบัณฑิต สาขาวิชาการบริหารการศึกษา,Doctor of Education Program in Educational Administration,มหาวิทยาลัยราชภัฏนครสวรรค์,ปริญญาเอก,195000
25491721109297,หลักสูตรครุศาสตรบัณฑิต สาขาวิชาภาษาไทย (4 ปี),Bachelor of Education Program in Thai,มหาวิทยาลัยราชภัฏนครสวรรค์,ปริญญาตรี,19200
25491721109354,หลักสูตรครุศาสตรบัณฑิต สาขาวิชาพลศึกษา(4 ปี),Bachelor of  Education Program in Physical Education,มหาวิทยาลัยราชภัฏนครสวรรค์,ปริญญาตรี,19200
25491721109297,หลักสูตรครุศาสตรบัณฑิต สาขาวิชาภาษาไทย (4ปี),Bachelor of Education Program in Thai,มหาวิทยาลัยราชภัฏนครสวรรค์,ปริญญาตรี,19200
25491721110546,หลักสูตรประกาศนียบัตรบัณฑิต สาขาวิชาชีพครู,Graduate Diploma Program in Teaching Profession,มหาวิทยาลัยราชภัฏนครสวรรค์,ประกาศนียบัตรบัณฑิต,35000
25491721109286,หลักสูตรครุศาสตรบัณฑิต สาขาวิชาวิทยาศาสตร์ทั่วไป (4 ปี),Bachelor of Education Program in General Science,มหาวิทยาลัยราชภัฏนครสวรรค์,ปริญญาตรี,20600
25491721109319,หลักสูตรครุศาสตรบัณฑิต สาขาวิชาสังคมศึกษา(4ปี),Bachelor of Education Program in Social Studies,มหาวิทยาลัยราชภัฏนครสวรรค์,ปริญญาตรี,19200
25491721109332,หลักสูตรครุศาสตรบัณฑิต สาขาวิชาการศึกษาปฐมวัย(4ปี),Bachelor of Education Program in Early Childhood Education,มหาวิทยาลัยราชภัฏนครสวรรค์,ปริญญาตรี,19200
25491721109297,หลักสูตรครุศาสตรบัณฑิต สาขาวิชาภาษาไทย (4ปี),Bachelor of Education Program in Thai,มหาวิทยาลัยราชภัฏนครสวรรค์,ปริญญาตรี,19200
25491721109343,หลักสูตรครุศาสตรบัณฑิต สาขาวิชาคณิตศาสตร์(4 ปี),Bachelor of Education Program in Mathematics,มหาวิทยาลัยราชภัฏนครสวรรค์,ปริญญาตรี,20600
25491721110546,หลักสูตรประกาศนียบัตรบัณฑิต สาขาวิชาชีพครู,Graduate Diploma Program in Teaching Profession,มหาวิทยาลัยราชภัฏนครสวรรค์,ประกาศนียบัตรบัณฑิต,35000
25501721110391,หลักสูตรครุศาสตรมหาบัณฑิต สาขาวิชาหลักสูตรและการสอน,Master of Education Program in Curriculum and Instruction,มหาวิทยาลัยราชภัฏนครสวรรค์,ปริญญาโท,50000
25491721109354,หลักสูตรครุศาสตรบัณฑิต สาขาวิชาพลศึกษา(4 ปี),Bachelor of  Education Program in Physical Education,มหาวิทยาลัยราชภัฏนครสวรรค์,ปริญญาตรี,19200
25521721102405,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมพลังงาน,Bachelor of Engineering Program in Energy Engineering,มหาวิทยาลัยราชภัฏนครสวรรค์,ปริญญาตรี,22600
25641166000972,หลักสูตรวิทยาศาสตรมหาบัณฑิต สาขาวิชาเทคโนโลยีสารสนเทศ,Master of Science Program in Information Technology,มหาวิทยาลัยเซาธ์อีสท์บางกอก,ปริญญาโท,72993
25591161100419,หลักสูตรเทคโนโลยีบัณฑิต สาขาวิชาเทคโนโลยีคอมพิวเตอร์และนวัตกรรม (ต่อเนื่อง),Bachelor of Technology Program in Computer Technology and Innovation (Continuing),มหาวิทยาลัยเซาธ์อีสท์บางกอก,ปริญญาตรี,49708
25591161100419,หลักสูตรเทคโนโลยีบัณฑิต สาขาวิชาเทคโนโลยีคอมพิวเตอร์และนวัตกรรม (ต่อเนื่อง),Bachelor of Technology Program in Computer Technology and Innovation (Continuing),มหาวิทยาลัยเซาธ์อีสท์บางกอก,ปริญญาตรี,49708
25622186001006,หลักสูตรพยาบาลศาสตรมหาบัณฑิต สาขาวิชาการพยาบาลผู้ใหญ่และผู้สูงอายุ,Master of Nursing Science Program in Adult and Gerontological Nursing,สถาบันการพยาบาลศรีสวรินทิราสภากาชาดไทย,ปริญญาโท,80000
25622186001017,หลักสูตรพยาบาลศาสตรมหาบัณฑิต  สาขาวิชาการพยาบาลเด็ก,Master of Nursing Science Program in Pediatric Nursing,สถาบันการพยาบาลศรีสวรินทิราสภากาชาดไทย,ปริญญาโท,80000
25622186001006,หลักสูตรพยาบาลศาสตรมหาบัณฑิต สาขาวิชาการพยาบาลผู้ใหญ่และผู้สูงอายุ,Master of Nursing Science Program in Adult and Gerontological Nursing,สถาบันการพยาบาลศรีสวรินทิราสภากาชาดไทย,ปริญญาโท,80000
25572291100975,หลักสูตรสถาปัตยกรรมศาสตรบัณฑิต สาขาวิชาสถาปัตยกรรม (หลักสูตร 5 ปี),Bachelor of Architecture Program in Architecture,สถาบันอาศรมศิลป์,ปริญญาตรี,1551877
25382201100478,หลักสูตรศึกษาศาสตรบัณฑิต สาขาสุขศึกษา (4 ปี),Bachelor of Education Program in Health  Education,สถาบันการพลศึกษา,ปริญญาตรี,17000
25632204002921,หลักสูตรศึกษาศาสตรบัณฑิต สาขาพลศึกษา (4 ปี),Bachelor of Education Program in Physical Education,สถาบันการพลศึกษา,ปริญญาตรี,17000
25632631101047,หลักสูตรศึกษาศาสตรบัณฑิต สาขาพลศึกษา (4 ปี),Bachelor of Education Program in Physical Education,สถาบันการพลศึกษา,ปริญญาตรี,17000
25532201104547,หลักสูตรศึกษาศาสตรบัณฑิต สาขาพลศึกษาสำหรับบุคคลพิเศษ (4 ปี),Bachelor of Education Program in Physical Education for Person   with Special Needs,สถาบันการพลศึกษา,ปริญญาตรี,17000
25532201104547,หลักสูตรศึกษาศาสตรบัณฑิต สาขาวิชาพลศึกษาสำหรับเด็กพิเศษ (4 ปี),Bachelor of Education Program in Physical Education for Children with Special Needs,สถาบันการพลศึกษา,ปริญญาตรี,12000
25521881102515,หลักสูตรการแพทย์แผนจีนบัณฑิต,Bachelor of Traditional Chinese Medicine Program,วิทยาลัยนครราชสีมา,ปริญญาตรี,213128
25571331100899,หลักสูตรรัฐประศาสนศาสตรบัณฑิต,Bachelor of Public Administration Program,มหาวิทยาลัยรัตนบัณฑิต,ปริญญาตรี,72140
25470681101043,หลักสูตรเทคโนโลยีบัณฑิต สาขาวิชาคอมพิวเตอร์เกมมัลติมีเดีย,Bachelor of Technology Program in Computer Game Multimedia,มหาวิทยาลัยรังสิต,ปริญญาตรี,108500
25560681104395,หลักสูตรเทคโนโลยีบัณฑิต สาขาวิชาเทคโนโลยีสื่อสร้างสรรค์,Bachelor of Technology Program in Creative Media Technology,มหาวิทยาลัยรังสิต,ปริญญาตรี,100900
25601661100032,หลักสูตรการจัดการมหาบัณฑิต สาขาวิชานวัตกรรมการจัดการ,Master of Management Program in Management Innovation,มหาวิทยาลัยราชภัฏสวนสุนันทา,ปริญญาโท,82500
25561661101132,หลักสูตรรัฐศาสตรบัณฑิต,Bachelor of Political Science Program,มหาวิทยาลัยราชภัฏสวนสุนันทา,ปริญญาตรี,51750
25611664001488,หลักสูตรบริหารธุรกิจบัณฑิต สาขาวิชานวัตกรรมการค้าระหว่างประเทศ(หลักสูตรนานาชาติ),Bachelor of Business Administration Program in International Trade Innovation (International Program),มหาวิทยาลัยราชภัฏสวนสุนันทา,ปริญญาตรี,113250
25621661100051,หลักสูตรบริหารธุรกิจบัณฑิต สาขาวิชาการจัดการการค้า,Bachelor of Business Administration Program in Trade Management,มหาวิทยาลัยราชภัฏสวนสุนันทา,ปริญญาตรี,70000
25571661104193,หลักสูตรบริหารธุรกิจบัณฑิต สาขาวิชาการจัดการทุนมนุษย์และองค์การ,Bachelor of Business Administration Program in    Human Capital and Organization Management,มหาวิทยาลัยราชภัฏสวนสุนันทา,ปริญญาตรี,50750
25631666001459,หลักสูตรบริหารธุรกิจมหาบัณฑิต สาขาวิชานวัตกรรมการจัดการทุนมนุษย์และการประกอบการ,Master of Business Administration Program in     Innovation in Human Capital and Entrepreneurship Management,มหาวิทยาลัยราชภัฏสวนสุนันทา,ปริญญาโท,80313
25631644000612,หลักสูตรบริหารธุรกิจบัณฑิต สาขาวิชานวัตกรรมการจัดการ,Bachelor of Business Administration Program in Innovative Management,มหาวิทยาลัยราชภัฏสงขลา,ปริญญาตรี,18500
25471661101064,หลักสูตรบริหารธุรกิจบัณฑิต สาขาวิชานวัตกรรมการจัดการคุณภาพ,Bachelor of Business Administration Program in Innovation  in Quality Management,มหาวิทยาลัยราชภัฏสวนสุนันทา,ปริญญาตรี,37500
25620681100022,หลักสูตรวิศวกรรมศาสตรดุษฎีบัณฑิต  สาขาวิชาวิศวกรรมชีวการแพทย์,Doctor of Engineering Program in Biomedical Engineering,มหาวิทยาลัยรังสิต,ปริญญาเอก,130000
25580681101214,หลักสูตรวิศวกรรมศาสตรมหาบัณฑิต  สาขาวิชาวิศวกรรมชีวการแพทย์,Master of Engineering Program in Biomedical Engineering,มหาวิทยาลัยรังสิต,ปริญญาโท,112000
25180061100107,หลักสูตรวิทยาศาสตรมหาบัณฑิต สาขาวิชาโภชนศาสตร์,Master of Science Program in Nutrition,มหาวิทยาลัยมหิดล,ปริญญาโท,22833
25270061100175,หลักสูตรปรัชญาดุษฎีบัณฑิต สาขาวิชาโภชนศาสตร์,Doctor of Philosophy Program in Nutrition,มหาวิทยาลัยมหิดล,ปริญญาเอก,23872
25650744000355,หลักสูตรบริหารธุรกิจบัณฑิต สาขาวิชาการบริหารธุรกิจแบบบูรณาการเพื่อความเป็นผู้ประกอบการ (หลักสูตรนานาชาติ),Bachelor of Business Administration Program in Integrative Business Entrepreneurship (International Program),มหาวิทยาลัยอัสสัมชัญ,ปริญญาตรี,76869
25480741100883,หลักสูตรเศรษฐศาสตรบัณฑิต สาขาวิชาเศรษฐศาสตร์ธุรกิจ   (หลักสูตรนานาชาติ),Bachelor of Economics Program in Business Economics (International Program),มหาวิทยาลัยอัสสัมชัญ,ปริญญาตรี,104221
25500741104834,หลักสูตรวิทยาศาสตรมหาบัณฑิต สาขาวิชาการจัดการโซ่อุปทาน(หลักสูตรนานาชาติ),Master of Science Program in Supply Chain Management (International Program),มหาวิทยาลัยอัสสัมชัญ,ปริญญาโท,233662
25500741106904,หลักสูตรบัญชีบัณฑิต (หลักสูตรนานาชาติ),Bachelor of Accountancy Program (International Program),มหาวิทยาลัยอัสสัมชัญ,ปริญญาตรี,64176
25500741104889,หลักสูตรวิทยาศาสตรมหาบัณฑิต สาขาวิชาธุรกิจและเศรษฐศาสตร์ (หลักสูตรนานาชาติ),Master of Science Program in Business and Economics (International Program),มหาวิทยาลัยอัสสัมชัญ,ปริญญาโท,145912
25620742100043,หลักสูตรปรัชญาดุษฎีบัณฑิต สาขาวิชาธุรกิจและเศรษฐศาสตร์ (หลักสูตรนานาชาติ),Doctor of Philosophy Program in Business and Economics (International Program),มหาวิทยาลัยอัสสัมชัญ,ปริญญาเอก,175100
25480741100883,หลักสูตรเศรษฐศาสตรบัณฑิต สาขาวิชาเศรษฐศาสตร์ธุรกิจ   (หลักสูตรนานาชาติ),Bachelor of Economics Program in Business Economics (International Program),มหาวิทยาลัยอัสสัมชัญ,ปริญญาตรี,104221
25501461108884,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเทคโนโลยีดิจิทัล,Bachelor of Science Program in Digital Technology,มหาวิทยาลัยราชภัฏธนบุรี,ปริญญาตรี,82000
25640568002856,หลักสูตรปรัชญาดุษฎีบัณฑิต สาขาวิชาเศรษฐศาสตร์ธุรกิจ,Doctor of Philosophy Program in Business Economics,มหาวิทยาลัยหอการค้าไทย,ปริญญาเอก,166983
25580564000054,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาภาษาจีนเพื่ออาชีพ,Bachelor of Arts Program in Chinese for Careers,มหาวิทยาลัยหอการค้าไทย,ปริญญาตรี,119037
25640606003229,หลักสูตรศิลปศาสตรมหาบัณฑิต สาขาวิชาปรัชญาและพระพุทธศาสนา,Master of Arts Program in Philosophy and Buddhism,มหาวิทยาลัยเซนต์จอห์น,ปริญญาโท,34625
25640608003233,หลักสูตรปรัชญาดุษฎีบัณฑิต  สาขาวิชาปรัชญาและพระพุทธศาสนา,Doctor of Philosophy Program in Philosophy and Buddhism,มหาวิทยาลัยเซนต์จอห์น,ปริญญาเอก,70133
25500601110633,หลักสูตรประกาศนียบัตรบัณฑิต สาขาวิชาชีพครู,Graduate Diploma Program in Teaching  Profession,มหาวิทยาลัยเซนต์จอห์น,ประกาศนียบัตรบัณฑิต,38000
25520561103914,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาวิทยาศาสตร์และเทคโนโลยีการอาหาร,Bachelor of Science Program in Food Science and Technology,มหาวิทยาลัยหอการค้าไทย,ปริญญาตรี,45000
25551631105953,หลักสูตรเทคโนโลยีบัณฑิต  สาขาวิชาออกแบบผลิตภัณฑ์อุตสาหกรรม,Bachelor of Technology Program in Industrial Product Design,มหาวิทยาลัยราชภัฏศรีสะเกษ,ปริญญาตรี,6250
25561631100014,หลักสูตรวิศวกรรมศาสตรบัณฑิต  สาขาวิชาวิศวกรรมซอฟต์แวร์,Bachelor of Engineering Program in Software Engineering,มหาวิทยาลัยราชภัฏศรีสะเกษ,ปริญญาตรี,12000
25581631100073,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเทคโนโลยีการเกษตร,Bachelor of Science Program in Agricultural Technology,มหาวิทยาลัยราชภัฏศรีสะเกษ,ปริญญาตรี,10000
25591631100041,หลักสูตรเทคโนโลยีบัณฑิต สาขาวิชาเทคโนโลยีการจัดการอุตสาหกรรม,Bachelor of Technology Program in Industrial Management Technology,มหาวิทยาลัยราชภัฏศรีสะเกษ,ปริญญาตรี,10000
25531631101506,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาสาธารณสุขชุมชน,Bachelor of Science Program in Community Health,มหาวิทยาลัยราชภัฏศรีสะเกษ,ปริญญาตรี,8200
25581631100084,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาวิทยาศาสตร์และเทคโนโลยีการอาหาร,Bachelor of Science Program in Food Science and Technology,มหาวิทยาลัยราชภัฏศรีสะเกษ,ปริญญาตรี,10000
25561631100014,หลักสูตรวิศวกรรมศาสตรบัณฑิต  สาขาวิชาวิศวกรรมซอฟต์แวร์,Bachelor of Engineering Program in Software Engineering,มหาวิทยาลัยราชภัฏศรีสะเกษ,ปริญญาตรี,12000
25490071109902,หลักสูตรบริหารธุรกิจมหาบัณฑิต สาขาวิชาการจัดการโลจิสติกส์และโซ่อุปทาน,Master of Business Administration Program in Logistics and Supply Chain Management,มหาวิทยาลัยรามคำแหง,ปริญญาโท,157404
25510071103222,หลักสูตรบัญชีบัณฑิต,Bachelor of  Accountancy,มหาวิทยาลัยรามคำแหง,ปริญญาตรี,27724
25511681101432,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชามวยไทยศึกษา,Bachelor of Arts Program in Muaythai Studies,มหาวิทยาลัยราชภัฏหมู่บ้านจอมบึง,ปริญญาตรี,14000
25541681100884,หลักสูตรครุศาสตรบัณฑิต สาขาวิชามวยไทยศึกษาและพลศึกษา (4ปี),Bachelor of Education Program in Muaythai Study and Physical Education,มหาวิทยาลัยราชภัฏหมู่บ้านจอมบึง,ปริญญาตรี,20000
25190071100019,หลักสูตรศึกษาศาสตรบัณฑิต สาขาวิชาพลศึกษา (4 ปี),Bachelor of Education Program in Physical Education,มหาวิทยาลัยรามคำแหง,ปริญญาตรี,21860
25641056000834,หลักสูตรศึกษาศาสตรมหาบัณฑิต สาขาวิชาวิจัยและเทคโนโลยีการจัดการเรียนรู้,Master of Education Program in Research and Technology in Learning  Management,มหาวิทยาลัยฟาร์อีสเทอร์น,ปริญญาโท,74077
25621281100059,หลักสูตรศึกษาศาสตรบัณฑิต  สาขาวิชาพลศึกษา (4 ปี),Bachelor of Education Program in Physical Education,มหาวิทยาลัยการจัดการและเทคโนโลยีอีสเทิร์น,ปริญญาตรี,42000
25551601104339,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเคมีประยุกต์,Bachelor of Science Program in Applied Chemistry,มหาวิทยาลัยราชภัฏรำไพพรรณี,ปริญญาตรี,26000
25591601101061,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาจุลชีววิทยา,Bachelor of Science Program in Microbiology,มหาวิทยาลัยราชภัฏรำไพพรรณี,ปริญญาตรี,26000
25571301100356,หลักสูตรศึกษาศาสตรบัณฑิต สาขาวิชาภาษาไทย (4 ปี),Bachelor of Education Program in Thai,มหาวิทยาลัยหาดใหญ่,ปริญญาตรี,67210
25571301100356,หลักสูตรศึกษาศาสตรบัณฑิต สาขาวิชาภาษาไทย (4 ปี),Bachelor of Education Program in Thai,มหาวิทยาลัยหาดใหญ่,ปริญญาตรี,67210
25592701102187,หลักสูตรเทคโนโลยีบัณฑิต สาขาวิชาเทคโนโลยีการผลิต (ต่อเนื่อง),Bachelor of Technology Program in Production Technology (Continuing Program),สถาบันการอาชีวศึกษาภาคกลาง2,ปริญญาตรี,21600
25491791108441,หลักสูตรบริหารธุรกิจบัณฑิต สาขาวิชาการบริหารธุรกิจ,Bachelor of  Business Administration Program in Business Administration,มหาวิทยาลัยราชภัฏเพชรบุรี,ปริญญาตรี,16075
25501791108712,หลักสูตรบริหารธุรกิจบัณฑิต สาขาวิชาการจัดการสารสนเทศทางธุรกิจสำหรับผู้ประกอบการดิจิทัล,Bachelor of Business Administration Program in Business Information Management for  Digital  Entrepreneurship,มหาวิทยาลัยราชภัฏเพชรบุรี,ปริญญาตรี,20245
25551791103914,หลักสูตรบัญชีบัณฑิต,Bachelor of Accountancy  Program,มหาวิทยาลัยราชภัฏเพชรบุรี,ปริญญาตรี,18569
25491791108441,หลักสูตรบริหารธุรกิจบัณฑิต สาขาวิชาการบริหารธุรกิจ,Bachelor of  Business Administration Program in Business Administration,มหาวิทยาลัยราชภัฏเพชรบุรี,ปริญญาตรี,18920
25511791101513,หลักสูตรนิเทศศาสตรบัณฑิต สาขาวิชานวัตกรรมการสื่อสาร,Bachelor of Communication Arts Program in Innovation  Communication,มหาวิทยาลัยราชภัฏเพชรบุรี,ปริญญาตรี,23345
25596371100228,หลักสูตรเทคโนโลยีบัณฑิต สาขาวิชาเทคโนโลยีไฟฟ้า (ต่อเนื่อง),Bachelor of Technology Program in Electrical Technology  (Continuing Program),สถาบันการอาชีวศึกษาภาคตะวันออกเฉียงเหนือ5,ปริญญาตรี,21500
25611441100082,หลักสูตรปรัชญาดุษฎีบัณฑิต สาขาวิชาศาสตร์เพื่อการพัฒนาท้องถิ่นที่ยั่งยืน,Doctor of Philosophy Program in Science for Sustainable Local Development,มหาวิทยาลัยราชภัฏเชียงใหม่,ปริญญาเอก,82500
25591601100154,หลักสูตรปรัชญาดุษฎีบัณฑิต สาขาวิชาสหวิทยาการเพื่อการพัฒนาที่ยั่งยืน,Doctor of Philosophy Program in Interdisciplinarity of Sustainable Development,มหาวิทยาลัยราชภัฏรำไพพรรณี,ปริญญาเอก,100000
25450031100047,หลักสูตรปรัชญาดุษฎีบัณฑิต สาขาวิชาชีวเวชศาสตร์,Doctor of Philosophy Program in Biomedical Sciences,มหาวิทยาลัยขอนแก่น,ปริญญาเอก,14989
